Date,Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,UncaughtThirdStrike,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Timestamp,Memo
2025/7/20,1,表,0,0,0,FALSE,FALSE,FALSE,山田恭吾,右,,右,ストレート,,12,0,ファール,FALSE,,,,,0,0,,
2025/7/20,1,表,0,1,0,FALSE,FALSE,FALSE,山田恭吾,右,,右,カーブ,,12,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,表,1,1,0,FALSE,FALSE,FALSE,山田恭吾,右,,右,スライダー,,14,0,空振,FALSE,,,,,0,0,,
2025/7/20,1,表,1,2,0,FALSE,FALSE,FALSE,山田恭吾,右,,右,スライダー,,7,0,ファール,FALSE,,,,,0,0,,
2025/7/20,1,表,1,2,0,FALSE,FALSE,FALSE,山田恭吾,右,,右,チェンジ,,7,0,インプレー,FALSE,,凡打,ゴロ,二,1,0,,
2025/7/20,1,表,0,0,1,FALSE,FALSE,FALSE,山田恭吾,右,,左,ストレート,,11,0,空振,FALSE,,,,,0,0,,
2025/7/20,1,表,0,1,1,FALSE,FALSE,FALSE,山田恭吾,右,,左,スライダー,,2,0,ファール,FALSE,,,,,0,0,,
2025/7/20,1,表,0,2,1,FALSE,FALSE,FALSE,山田恭吾,右,,左,ストレート,,13,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,表,1,2,1,FALSE,FALSE,FALSE,山田恭吾,右,,左,チェンジ,,7,0,インプレー,FALSE,,凡打,ゴロ,一,1,0,,
2025/7/20,1,表,0,0,2,FALSE,FALSE,FALSE,山田恭吾,右,,右,スライダー,,6,0,見送,FALSE,,,,,0,0,,
2025/7/20,1,表,0,1,2,FALSE,FALSE,FALSE,山田恭吾,右,,右,スライダー,,14,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,表,1,1,2,FALSE,FALSE,FALSE,山田恭吾,右,,右,ストレート,,8,0,空振,FALSE,,,,,0,0,,
2025/7/20,1,表,1,2,2,FALSE,FALSE,FALSE,山田恭吾,右,,右,カーブ,,4,0,インプレー,FALSE,,凡打,フライ,左,1,0,,
2025/7/20,1,裏,0,0,0,FALSE,FALSE,FALSE,,右,山本優人,右,ストレート,,3,0,見送,FALSE,,,,,0,0,,
2025/7/20,1,裏,0,1,0,FALSE,FALSE,FALSE,,右,山本優人,右,ストレート,,7,0,ファール,FALSE,,,,,0,0,,
2025/7/20,1,裏,0,2,0,FALSE,FALSE,FALSE,,右,山本優人,右,ストレート,,12,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,裏,1,2,0,FALSE,FALSE,FALSE,,右,山本優人,右,ストレート,,11,0,死球,FALSE,,,,,0,0,,
2025/7/20,1,裏,0,0,0,TRUE,FALSE,FALSE,,右,松本大和,右,ストレート,,12,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,裏,1,0,0,TRUE,FALSE,FALSE,,右,松本大和,右,ストレート,,12,0,ボール,FALSE,,,,,0,0,,
2025/7/20,1,裏,2,0,0,TRUE,FALSE,FALSE,,右,松本大和,右,ストレート,,6,1,ファール,FALSE,,,,,0,0,,
2025/7/20,1,裏,2,1,0,TRUE,FALSE,FALSE,,右,松本大和,右,ストレート,,6,0,インプレー,FALSE,,犠打,ゴロ,捕,1,0,,
2025/7/20,1,裏,0,0,1,FALSE,TRUE,FALSE,,左,平澤秀太,右,ストレート,,9,0,インプレー,FALSE,,凡打,ゴロ,一,1,0,,X2
